Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
SK,3163,2024-03-13 09:00:00,2024-03-13 09:15:00,D,CDG,PARIS,FRANCE,3,DEPARTED
AA,9261,2024-03-13 09:15:00,2024-03-13 09:31:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
AM,7863,2024-03-13 09:15:00,2024-03-13 09:31:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
LY,315,2024-03-13 09:15:00,2024-03-13 09:31:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
SK,3181,2024-03-13 09:15:00,2024-03-13 09:31:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
EK,2450,2024-03-13 09:30:00,2024-03-13 09:42:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1081,2024-03-13 09:30:00,2024-03-13 09:42:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
EK,2370,2024-03-13 09:20:00,2024-03-13 09:50:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1550,2024-03-13 09:20:00,2024-03-13 09:50:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
LY,5132,2024-03-13 10:10:00,2024-03-13 09:53:00,A,LCA,LARNACA,CYPRUS,3,LANDED
IZ,640,2024-03-13 10:00:00,2024-03-13 10:00:00,A,CMB,COLOMBO,SRI LANKA,3,CANCELED
IZ,807,2024-03-13 09:40:00,2024-03-13 10:04:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
IZ,640,2024-03-13 10:00:00,2024-03-13 10:11:00,A,CMB,COLOMBO,SRI LANKA,3,LANDED
IZ,413,2024-03-13 10:15:00,2024-03-13 10:24:00,D,BUS,BATUMI,GEORGIA,3,DEPARTED
6H,44,2024-03-13 10:00:00,2024-03-13 10:24:00,A,ETM,RAMON,ISRAEL,3,LANDED
IZ,804,2024-03-13 10:25:00,2024-03-13 10:28:00,A,ETM,RAMON,ISRAEL,3,LANDED
6H,583,2024-03-13 10:20:00,2024-03-13 10:34:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED
UA,85,2024-03-13 10:30:00,2024-03-13 10:44:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
AM,7868,2024-03-13 10:20:00,2024-03-13 10:48:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
AR,7852,2024-03-13 10:20:00,2024-03-13 10:48:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
B6,6450,2024-03-13 10:20:00,2024-03-13 10:48:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
DL,7425,2024-03-13 10:20:00,2024-03-13 10:48:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
LY,2,2024-03-13 10:20:00,2024-03-13 10:48:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
A4,5025,2024-03-13 10:55:00,2024-03-13 11:05:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,LANDED
IZ,2823,2024-03-13 11:15:00,2024-03-13 11:15:00,D,ETM,RAMON,ISRAEL,3,CANCELED
EY,593,2024-03-13 11:20:00,2024-03-13 11:20:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED
LY,9600,2024-03-13 11:20:00,2024-03-13 11:20:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED
EK,2451,2024-03-13 10:45:00,2024-03-13 11:32:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1082,2024-03-13 10:45:00,2024-03-13 11:32:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
A3,926,2024-03-13 12:00:00,2024-03-13 11:49:00,A,ATH,ATHENS,GREECE,3,LANDED
JU,7620,2024-03-13 12:00:00,2024-03-13 11:49:00,A,ATH,ATHENS,GREECE,3,LANDED
LY,542,2024-03-13 12:05:00,2024-03-13 11:55:00,A,ATH,ATHENS,GREECE,3,LANDED
IZ,2823,2024-03-13 11:15:00,2024-03-13 11:56:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
6H,47,2024-03-13 11:00:00,2024-03-13 12:04:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
EK,2363,2024-03-13 11:55:00,2024-03-13 12:13:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1211,2024-03-13 11:55:00,2024-03-13 12:13:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
LY,23,2024-03-13 11:45:00,2024-03-13 12:18:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
A4,5026,2024-03-13 12:05:00,2024-03-13 12:25:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,DEPARTED
B6,6466,2024-03-13 12:30:00,2024-03-13 12:30:00,A,BOS,BOSTON,UNITED STATES,3,LANDED
DL,7436,2024-03-13 12:30:00,2024-03-13 12:30:00,A,BOS,BOSTON,UNITED STATES,3,LANDED
LY,16,2024-03-13 12:30:00,2024-03-13 12:30:00,A,BOS,BOSTON,UNITED STATES,3,LANDED
IZ,808,2024-03-13 12:05:00,2024-03-13 12:33:00,A,ETM,RAMON,ISRAEL,3,LANDED
LY,973,2024-03-13 12:25:00,2024-03-13 12:35:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
6H,584,2024-03-13 13:30:00,2024-03-13 12:58:00,A,LCA,LARNACA,CYPRUS,3,LANDED
A3,927,2024-03-13 12:50:00,2024-03-13 13:05:00,D,ATH,ATHENS,GREECE,3,DEPARTED
EK,4978,2024-03-13 12:50:00,2024-03-13 13:05:00,D,ATH,ATHENS,GREECE,3,DEPARTED
ET,418,2024-03-13 13:35:00,2024-03-13 13:05:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED
FB,1514,2024-03-13 12:50:00,2024-03-13 13:05:00,D,ATH,ATHENS,GREECE,3,DEPARTED
JU,7621,2024-03-13 12:50:00,2024-03-13 13:05:00,D,ATH,ATHENS,GREECE,3,DEPARTED
LY,8808,2024-03-13 13:35:00,2024-03-13 13:05:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED
EY,594,2024-03-13 13:00:00,2024-03-13 13:10:00,D,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,DEPARTED
LY,9601,2024-03-13 13:00:00,2024-03-13 13:10:00,D,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,DEPARTED
EK,2345,2024-03-13 13:05:00,2024-03-13 13:13:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1125,2024-03-13 13:05:00,2024-03-13 13:13:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
BZ,703,2024-03-13 13:35:00,2024-03-13 13:22:00,A,ATH,ATHENS,GREECE,3,LANDED
LY,574,2024-03-13 13:25:00,2024-03-13 13:33:00,A,OTP,BUCHAREST,ROMANIA,3,LANDED
EK,2364,2024-03-13 13:10:00,2024-03-13 13:34:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1212,2024-03-13 13:10:00,2024-03-13 13:34:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
AM,7874,2024-03-13 13:50:00,2024-03-13 13:37:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED
B6,6462,2024-03-13 13:50:00,2024-03-13 13:37:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED
LY,6,2024-03-13 13:50:00,2024-03-13 13:37:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED
IZ,815,2024-03-13 13:10:00,2024-03-13 13:39:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
IZ,2824,2024-03-13 13:40:00,2024-03-13 13:40:00,A,ETM,RAMON,ISRAEL,3,CANCELED
6H,884,2024-03-13 13:30:00,2024-03-13 13:47:00,A,BUS,BATUMI,GEORGIA,3,LANDED
LY,327,2024-03-13 13:20:00,2024-03-13 13:48:00,D,CDG,PARIS,FRANCE,3,DEPARTED
SK,3159,2024-03-13 13:20:00,2024-03-13 13:48:00,D,CDG,PARIS,FRANCE,3,DEPARTED
LY,375,2024-03-13 13:40:00,2024-03-13 13:53:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED
TP,8920,2024-03-13 13:40:00,2024-03-13 13:53:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED
LY,552,2024-03-13 13:45:00,2024-03-13 14:03:00,A,SOF,SOFIA,BULGARIA,3,LANDED
UX,1301,2024-03-13 14:20:00,2024-03-13 14:05:00,A,MAD,MADRID,SPAIN,3,LANDED
B6,6482,2024-03-13 14:20:00,2024-03-13 14:09:00,A,EWR,NEWARK,UNITED STATES,3,LANDED
DL,7442,2024-03-13 14:20:00,2024-03-13 14:09:00,A,EWR,NEWARK,UNITED STATES,3,LANDED
LY,26,2024-03-13 14:20:00,2024-03-13 14:09:00,A,EWR,NEWARK,UNITED STATES,3,LANDED
IZ,511,2024-03-13 13:30:00,2024-03-13 14:14:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
IZ,2824,2024-03-13 13:40:00,2024-03-13 14:15:00,A,ETM,RAMON,ISRAEL,3,LANDED
AR,7876,2024-03-13 14:30:00,2024-03-13 14:18:00,A,FCO,ROME,ITALY,3,LANDED
LY,386,2024-03-13 14:30:00,2024-03-13 14:18:00,A,FCO,ROME,ITALY,3,LANDED
DN,901,2024-03-13 14:00:00,2024-03-13 14:26:00,D,PSA,PISA,ITALY,3,DEPARTED
LY,5107,2024-03-13 14:05:00,2024-03-13 14:31:00,D,TBS,TBILISI,GEORGIA,3,DEPARTED
U8,108,2024-03-13 14:55:00,2024-03-13 14:43:00,A,LCA,LARNACA,CYPRUS,3,LANDED
IZ,211,2024-03-13 14:45:00,2024-03-13 14:45:00,D,ATH,ATHENS,GREECE,3,CANCELED
LY,2366,2024-03-13 14:55:00,2024-03-13 14:45:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED
ET,419,2024-03-13 14:35:00,2024-03-13 14:46:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED
LY,8809,2024-03-13 14:35:00,2024-03-13 14:46:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED
LY,362,2024-03-13 15:00:00,2024-03-13 14:49:00,A,VIE,VIENNA,AUSTRIA,3,LANDED
6H,48,2024-03-13 13:45:00,2024-03-13 14:52:00,A,ETM,RAMON,ISRAEL,3,LANDED
BZ,702,2024-03-13 14:30:00,2024-03-13 14:54:00,D,ATH,ATHENS,GREECE,3,DEPARTED
EK,2346,2024-03-13 14:20:00,2024-03-13 14:57:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1126,2024-03-13 14:20:00,2024-03-13 14:57:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
BZ,131,2024-03-13 15:10:00,2024-03-13 15:02:00,A,FCO,ROME,ITALY,3,LANDED
6H,767,2024-03-13 14:45:00,2024-03-13 15:02:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED
6H,725,2024-03-13 14:30:00,2024-03-13 15:04:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED
LY,5102,2024-03-13 15:30:00,2024-03-13 15:07:00,A,WAW,WARSAW,POLAND,3,LANDED
LY,343,2024-03-13 15:05:00,2024-03-13 15:19:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED
SK,3191,2024-03-13 15:05:00,2024-03-13 15:19:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED
LY,2372,2024-03-13 15:35:00,2024-03-13 15:24:00,A,BER,BERLIN,GERMANY,3,LANDED
SK,3154,2024-03-13 15:35:00,2024-03-13 15:24:00,A,BER,BERLIN,GERMANY,3,LANDED
AF,962,2024-03-13 14:20:00,2024-03-13 15:29:00,A,CDG,PARIS,FRANCE,3,LANDED
DL,8457,2024-03-13 14:20:00,2024-03-13 15:29:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,5130,2024-03-13 15:50:00,2024-03-13 15:40:00,A,RMO,CHISINAU,MOLDOVA,3,LANDED
IZ,414,2024-03-13 16:05:00,2024-03-13 15:42:00,A,BUS,BATUMI,GEORGIA,3,LANDED
LY,346,2024-03-13 16:00:00,2024-03-13 15:51:00,A,GVA,GENEVA,SWITZERLAND,3,LANDED
LY,5207,2024-03-13 15:00:00,2024-03-13 15:52:00,D,BEG,BELGRADE,SERBIA,3,DEPARTED
6H,662,2024-03-13 15:50:00,2024-03-13 15:57:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
IZ,816,2024-03-13 15:35:00,2024-03-13 15:58:00,A,ETM,RAMON,ISRAEL,3,LANDED
IZ,211,2024-03-13 14:45:00,2024-03-13 15:59:00,D,ATH,ATHENS,GREECE,3,DEPARTED
WZ,11,2024-03-13 15:45:00,2024-03-13 16:03:00,A,LED,S.PETERSBURG,RUSSIAN FEDERATION,3,LANDED
AM,7856,2024-03-13 16:10:00,2024-03-13 16:09:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
AR,7856,2024-03-13 16:10:00,2024-03-13 16:09:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
B6,6456,2024-03-13 16:10:00,2024-03-13 16:09:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
DL,7431,2024-03-13 16:10:00,2024-03-13 16:09:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
LY,8,2024-03-13 16:10:00,2024-03-13 16:09:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
LY,382,2024-03-13 16:00:00,2024-03-13 16:12:00,A,MXP,MILAN,ITALY,3,LANDED
SK,3184,2024-03-13 16:00:00,2024-03-13 16:12:00,A,MXP,MILAN,ITALY,3,LANDED
U8,109,2024-03-13 15:55:00,2024-03-13 16:12:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED
UX,1302,2024-03-13 16:05:00,2024-03-13 16:14:00,D,MAD,MADRID,SPAIN,3,DEPARTED
AM,7871,2024-03-13 15:50:00,2024-03-13 16:17:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
AR,7855,2024-03-13 15:50:00,2024-03-13 16:17:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
B6,6455,2024-03-13 15:50:00,2024-03-13 16:17:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
DL,7430,2024-03-13 15:50:00,2024-03-13 16:17:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
LY,7,2024-03-13 15:50:00,2024-03-13 16:17:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
AM,7851,2024-03-13 16:10:00,2024-03-13 16:27:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
LY,339,2024-03-13 16:10:00,2024-03-13 16:27:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
SK,3151,2024-03-13 16:10:00,2024-03-13 16:27:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
LY,348,2024-03-13 16:10:00,2024-03-13 16:30:00,A,ZRH,ZURICH,SWITZERLAND,3,LANDED
SK,3188,2024-03-13 16:10:00,2024-03-13 16:30:00,A,ZRH,ZURICH,SWITZERLAND,3,LANDED
LY,358,2024-03-13 16:05:00,2024-03-13 16:35:00,A,FRA,FRANKFURT,GERMANY,3,LANDED
LY,387,2024-03-13 16:20:00,2024-03-13 16:35:00,D,MXP,MILAN,ITALY,3,DEPARTED
SK,3183,2024-03-13 16:20:00,2024-03-13 16:35:00,D,MXP,MILAN,ITALY,3,DEPARTED
IB,2393,2024-03-13 16:40:00,2024-03-13 16:41:00,A,BCN,BARCELONA,SPAIN,3,LANDED
LY,394,2024-03-13 16:40:00,2024-03-13 16:41:00,A,BCN,BARCELONA,SPAIN,3,LANDED
LY,338,2024-03-13 16:50:00,2024-03-13 16:44:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
SK,3150,2024-03-13 16:50:00,2024-03-13 16:44:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
IZ,821,2024-03-13 16:30:00,2024-03-13 16:55:00,D,ETM,RAMON,ISRAEL,3,ON TIME
6H,841,2024-03-13 14:55:00,2024-03-13 16:58:00,D,RMO,CHISINAU,MOLDOVA,3,DEPARTED
LY,5205,2024-03-13 17:00:00,2024-03-13 17:00:00,D,BEG,BELGRADE,SERBIA,3,ON TIME
WZ,12,2024-03-13 17:00:00,2024-03-13 17:00:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
LY,5109,2024-03-13 16:40:00,2024-03-13 17:02:00,D,TBS,TBILISI,GEORGIA,3,DEPARTED
IZ,161,2024-03-13 17:05:00,2024-03-13 17:05:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
AM,7853,2024-03-13 16:50:00,2024-03-13 17:07:00,D,CDG,PARIS,FRANCE,3,DEPARTED
LY,325,2024-03-13 16:50:00,2024-03-13 17:07:00,D,CDG,PARIS,FRANCE,3,DEPARTED
AA,9258,2024-03-13 16:40:00,2024-03-13 17:09:00,A,CDG,PARIS,FRANCE,3,LANDING
LY,320,2024-03-13 16:40:00,2024-03-13 17:09:00,A,CDG,PARIS,FRANCE,3,LANDING
AM,7866,2024-03-13 17:10:00,2024-03-13 17:10:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7873,2024-03-13 17:10:00,2024-03-13 17:10:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2396,2024-03-13 17:10:00,2024-03-13 17:10:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,397,2024-03-13 17:10:00,2024-03-13 17:10:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,557,2024-03-13 17:10:00,2024-03-13 17:10:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
LX,252,2024-03-13 17:10:00,2024-03-13 17:12:00,A,ZRH,ZURICH,SWITZERLAND,3,LANDING
BZ,462,2024-03-13 16:10:00,2024-03-13 17:13:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED
AM,7877,2024-03-13 17:15:00,2024-03-13 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,317,2024-03-13 17:15:00,2024-03-13 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,351,2024-03-13 17:15:00,2024-03-13 17:15:00,D,MUC,MUNICH,GERMANY,3,ON TIME
6H,561,2024-03-13 16:40:00,2024-03-13 17:15:00,D,ATH,ATHENS,GREECE,3,DEPARTED
AF,963,2024-03-13 15:55:00,2024-03-13 17:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,83,2024-03-13 17:25:00,2024-03-13 17:25:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
QF,5018,2024-03-13 17:25:00,2024-03-13 17:25:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
TG,4586,2024-03-13 17:25:00,2024-03-13 17:25:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
AA,9266,2024-03-13 17:50:00,2024-03-13 17:40:00,A,MAD,MADRID,SPAIN,3,FINAL
AM,7859,2024-03-13 17:50:00,2024-03-13 17:40:00,A,MAD,MADRID,SPAIN,3,FINAL
AR,7872,2024-03-13 17:50:00,2024-03-13 17:40:00,A,MAD,MADRID,SPAIN,3,FINAL
IB,2395,2024-03-13 17:50:00,2024-03-13 17:40:00,A,MAD,MADRID,SPAIN,3,FINAL
LY,396,2024-03-13 17:50:00,2024-03-13 17:40:00,A,MAD,MADRID,SPAIN,3,FINAL
LY,2523,2024-03-13 17:45:00,2024-03-13 17:45:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
IB,2390,2024-03-13 17:50:00,2024-03-13 17:50:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,391,2024-03-13 17:50:00,2024-03-13 17:50:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
AR,7879,2024-03-13 18:00:00,2024-03-13 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
LY,383,2024-03-13 18:00:00,2024-03-13 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8900,2024-03-13 18:00:00,2024-03-13 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
LY,571,2024-03-13 18:05:00,2024-03-13 18:05:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
LX,253,2024-03-13 18:20:00,2024-03-13 18:20:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
LY,2367,2024-03-13 18:50:00,2024-03-13 18:50:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,312,2024-03-13 18:40:00,2024-03-13 18:53:00,A,LTN,LONDON LUTON,UNITED KINGDOM,3,FINAL
IZ,822,2024-03-13 18:55:00,2024-03-13 18:55:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,543,2024-03-13 19:15:00,2024-03-13 19:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
IZ,827,2024-03-13 19:40:00,2024-03-13 19:40:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,91,2024-03-13 19:40:00,2024-03-13 19:40:00,D,NRT,TOKYO,JAPAN,3,ON TIME
IZ,212,2024-03-13 19:50:00,2024-03-13 19:50:00,A,ATH,ATHENS,GREECE,3,CANCELED
AA,9259,2024-03-13 20:00:00,2024-03-13 19:54:00,A,CDG,PARIS,FRANCE,3,FINAL
AM,7862,2024-03-13 20:00:00,2024-03-13 19:54:00,A,CDG,PARIS,FRANCE,3,FINAL
LY,324,2024-03-13 20:00:00,2024-03-13 19:54:00,A,CDG,PARIS,FRANCE,3,FINAL
SK,3160,2024-03-13 20:00:00,2024-03-13 19:54:00,A,CDG,PARIS,FRANCE,3,FINAL
LY,5133,2024-03-13 20:00:00,2024-03-13 20:00:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
IZ,162,2024-03-13 20:05:00,2024-03-13 20:05:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
LY,81,2024-03-13 20:05:00,2024-03-13 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
QF,5020,2024-03-13 20:05:00,2024-03-13 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
TG,4584,2024-03-13 20:05:00,2024-03-13 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
VN,3298,2024-03-13 20:05:00,2024-03-13 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
LY,612,2024-03-13 20:55:00,2024-03-13 20:14:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,FINAL
S7,4483,2024-03-13 20:55:00,2024-03-13 20:14:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,FINAL
LY,5108,2024-03-13 20:20:00,2024-03-13 20:20:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
IZ,212,2024-03-13 19:50:00,2024-03-13 20:27:00,A,ATH,ATHENS,GREECE,3,DELAYED
AA,9260,2024-03-13 21:05:00,2024-03-13 20:52:00,A,LHR,LONDON,UNITED KINGDOM,3,FINAL
LY,316,2024-03-13 21:05:00,2024-03-13 20:52:00,A,LHR,LONDON,UNITED KINGDOM,3,FINAL
LY,51,2024-03-13 21:00:00,2024-03-13 21:00:00,D,JNB,JOHANNESBURG,SOUTH AFRICA,3,ON TIME
