Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status,TotalDelay
6H,432,2024-03-14 11:45:00,2024-03-14 11:45:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
AF,962,2024-03-14 11:45:00,2024-03-14 11:45:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
DL,8457,2024-03-14 11:45:00,2024-03-14 11:45:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
KL,2059,2024-03-14 12:00:00,2024-03-14 12:00:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
EJU,5202,2024-03-14 12:00:00,2024-03-14 12:00:00,D,BER,BERLIN,GERMANY,3,DEPARTED,0.0
AHS,4KJJ8,2024-03-14 12:05:00,2024-03-14 12:05:00,D,BAK,BAKU,AZERBAIJAN,3,CANCELED,0.0
FR,7090,2024-03-14 12:05:00,2024-03-14 12:05:00,A,FCO,ROME,ITALY,3,LANDED,0.0
FR,6747,2024-03-14 12:10:00,2024-03-14 12:10:00,D,CRL,BRUSSELS,BELGIUM,3,DEPARTED,0.0
6H,447,2024-03-14 12:15:00,2024-03-14 12:15:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
BA,165,2024-03-14 12:25:00,2024-03-14 12:25:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
MNB,140,2024-03-14 12:30:00,2024-03-14 12:30:00,A,IST,ISTANBUL,TURKEY,3,LANDED,0.0
TO,3931,2024-03-14 12:35:00,2024-03-14 12:35:00,D,ORY,PARIS,FRANCE,1,DEPARTED,0.0
QAS,N127R,2024-03-14 12:45:00,2024-03-14 12:45:00,A,BHX,BIRMINGHAM,UNITED KINGDOM,3,LANDED,0.0
USF,RCH18,2024-03-14 12:45:00,2024-03-14 12:45:00,A,ADJ,AMMAN,JORDAN,3,CANCELED,0.0
6H,562,2024-03-14 12:50:00,2024-03-14 12:50:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
FX,5071,2024-03-14 12:50:00,2024-03-14 12:50:00,D,CGN,COLOGNE,GERMANY,3,DEPARTED,0.0
QAS,N836B,2024-03-14 12:50:00,2024-03-14 12:50:00,A,FAB,FARNBOROUGH,UNITED KINGDOM,3,LANDED,0.0
LAU,DAFUN,2024-03-14 12:50:00,2024-03-14 12:50:00,D,LBG,PARIS,FRANCE,3,DEPARTED,0.0
PC,783,2024-03-14 12:55:00,2024-03-14 12:55:00,A,SAW,ISTANBUL,TURKEY,3,LANDED,0.0
GF,973,2024-03-14 12:55:00,2024-03-14 12:55:00,D,BAH,BAHRAIN,BAHRAIN,1,DEPARTED,0.0
QAS,DCFIV,2024-03-14 13:00:00,2024-03-14 13:00:00,A,VIE,VIENNA,AUSTRIA,3,LANDED,0.0
LY,2366,2024-03-14 13:00:00,2024-03-14 13:00:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED,0.0
LY,5457,2024-03-14 13:00:00,2024-03-14 13:00:00,D,IAS,IASI,ROMANIA,3,DEPARTED,0.0
AA,052,2024-03-14 13:00:00,2024-03-14 13:00:00,A,MIA,MIAMI,UNITED STATES,3,LANDED,0.0
JU,8266,2024-03-14 13:00:00,2024-03-14 13:00:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
TK,795,2024-03-14 13:00:00,2024-03-14 13:00:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
LH,686,2024-03-14 13:00:00,2024-03-14 13:00:00,A,FRA,FRANKFURT,GERMANY,3,LANDED,0.0
QY,995,2024-03-14 13:05:00,2024-03-14 13:05:00,D,BRU,BRUSSELS,BELGIUM,3,DEPARTED,0.0
AM,7877,2024-03-14 13:05:00,2024-03-14 13:05:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
LY,317,2024-03-14 13:05:00,2024-03-14 13:05:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
B2,8752,2024-03-14 13:10:00,2024-03-14 13:10:00,D,MSQ,MINSK,BELARUS,3,DEPARTED,0.0
6H,661,2024-03-14 13:20:00,2024-03-14 13:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
FR,2005,2024-03-14 13:20:00,2024-03-14 13:20:00,A,BGY,BERGAMO,ITALY,3,LANDED,0.0
LAU,9HSIS,2024-03-14 13:25:00,2024-03-14 13:25:00,A,BSL,BASEL,SWITZERLAND,3,LANDED,0.0
QAS,N108M,2024-03-14 13:35:00,2024-03-14 13:35:00,A,IND,INDIANAPOLIS,UNITED STATES,3,LANDED,0.0
6H,721,2024-03-14 13:35:00,2024-03-14 13:35:00,D,SOF,SOFIA,BULGARIA,3,DEPARTED,0.0
LY,375,2024-03-14 13:40:00,2024-03-14 13:40:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED,0.0
TP,8920,2024-03-14 13:40:00,2024-03-14 13:40:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED,0.0
AA,8386,2024-03-14 13:45:00,2024-03-14 13:45:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
LY,382,2024-03-14 13:45:00,2024-03-14 13:45:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
FR,7091,2024-03-14 13:50:00,2024-03-14 13:50:00,D,FCO,ROME,ITALY,3,DEPARTED,0.0
LY,2522,2024-03-14 13:50:00,2024-03-14 13:50:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED,0.0
UA,090,2024-03-14 13:50:00,2024-03-14 13:50:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
6H,045,2024-03-14 13:50:00,2024-03-14 13:50:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
LH,680,2024-03-14 14:00:00,2024-03-14 14:00:00,A,MUC,MUNICH,GERMANY,3,LANDED,0.0
6H,664,2024-03-14 14:05:00,2024-03-14 14:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
IZ,813,2024-03-14 14:05:00,2024-03-14 14:05:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
IZ,812,2024-03-14 14:20:00,2024-03-14 14:20:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
TO,3933,2024-03-14 14:20:00,2024-03-14 14:20:00,D,ORY,PARIS,FRANCE,1,DEPARTED,0.0
PC,784,2024-03-14 14:20:00,2024-03-14 14:20:00,D,SAW,ISTANBUL,TURKEY,1,DEPARTED,0.0
DL,234,2024-03-14 14:20:00,2024-03-14 14:20:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
LY,363,2024-03-14 14:20:00,2024-03-14 14:20:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED,0.0
AF,963,2024-03-14 14:20:00,2024-03-14 14:20:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
KL,2060,2024-03-14 14:20:00,2024-03-14 14:20:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
TO,3938,2024-03-14 14:20:00,2024-03-14 14:20:00,A,ORY,PARIS,FRANCE,3,LANDED,0.0
BA,164,2024-03-14 14:25:00,2024-03-14 14:25:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
AA,8375,2024-03-14 14:30:00,2024-03-14 14:30:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LY,320,2024-03-14 14:30:00,2024-03-14 14:30:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
MNB,141,2024-03-14 14:35:00,2024-03-14 14:35:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
AM,7856,2024-03-14 14:35:00,2024-03-14 14:35:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
AR,7856,2024-03-14 14:35:00,2024-03-14 14:35:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
LY,008,2024-03-14 14:35:00,2024-03-14 14:35:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
SU,508,2024-03-14 14:40:00,2024-03-14 14:40:00,A,SVO,MOSCOW,RUSSIAN FEDERATION,3,LANDED,0.0
AM,7853,2024-03-14 14:45:00,2024-03-14 14:45:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
LY,325,2024-03-14 14:55:00,2024-03-14 14:55:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
6H,448,2024-03-14 14:55:00,2024-03-14 14:55:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
LAU,N800T,2024-03-14 14:55:00,2024-03-14 14:55:00,D,BAH,BAHRAIN,BAHRAIN,3,DEPARTED,0.0
6H,727,2024-03-14 15:00:00,2024-03-14 15:00:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED,0.0
AA,387,2024-03-14 15:00:00,2024-03-14 15:00:00,A,FCO,ROME,ITALY,3,LANDED,0.0
AR,7874,2024-03-14 15:10:00,2024-03-14 15:10:00,A,FCO,ROME,ITALY,3,LANDED,0.0
LY,384,2024-03-14 15:20:00,2024-03-14 15:20:00,A,FCO,ROME,ITALY,3,LANDED,0.0
SK,3166,2024-03-14 15:20:00,2024-03-14 15:20:00,A,FCO,ROME,ITALY,3,LANDED,0.0
TP,8897,2024-03-14 15:20:00,2024-03-14 15:20:00,A,FCO,ROME,ITALY,3,LANDED,0.0
AM,7877,2024-03-14 15:20:00,2024-03-14 15:20:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
LY,317,2024-03-14 15:20:00,2024-03-14 15:20:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
AA,9258,2024-03-14 15:30:00,2024-03-14 15:30:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LY,320,2024-03-14 15:30:00,2024-03-14 15:30:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LY,83,2024-03-14 15:30:00,2024-03-14 15:30:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED,0.0
QF,5018,2024-03-14 15:30:00,2024-03-14 15:30:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED,0.0
TG,4586,2024-03-14 15:30:00,2024-03-14 15:30:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED,0.0
W6,4428,2024-03-14 15:30:00,2024-03-14 15:30:00,D,SOF,SOFIA,BULGARIA,3,DEPARTED,0.0
LY,5109,2024-03-14 15:30:00,2024-03-14 15:30:00,D,TBS,TBILISI,GEORGIA,3,DEPARTED,0.0
AA,9266,2024-03-14 15:35:00,2024-03-14 15:35:00,A,MAD,MADRID,SPAIN,3,LANDED,0.0
AM,7859,2024-03-14 15:35:00,2024-03-14 15:35:00,A,MAD,MADRID,SPAIN,3,LANDED,0.0
AR,7872,2024-03-14 15:35:00,2024-03-14 15:35:00,A,MAD,MADRID,SPAIN,3,LANDED,0.0
IB,2395,2024-03-14 15:40:00,2024-03-14 15:40:00,A,MAD,MADRID,SPAIN,3,LANDED,0.0
LY,396,2024-03-14 15:55:00,2024-03-14 15:55:00,A,MAD,MADRID,SPAIN,3,LANDED,0.0
A3,924,2024-03-14 16:00:00,2024-03-14 16:00:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
IZ,211,2024-03-14 16:00:00,2024-03-14 16:00:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
LY,2523,2024-03-14 16:00:00,2024-03-14 16:00:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED,0.0
A4,5023,2024-03-14 16:00:00,2024-03-14 16:00:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,LANDED,0.0
6H,45,2024-03-14 16:05:00,2024-03-14 16:05:00,D,ETM,RAMON,ISRAEL,3,DEPARTED,0.0
LY,571,2024-03-14 16:10:00,2024-03-14 16:10:00,D,OTP,BUCHAREST,ROMANIA,3,DEPARTED,0.0
IZ,822,2024-03-14 16:10:00,2024-03-14 16:10:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
A3,925,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
AI,139,2024-03-14 16:10:00,2024-03-14 16:10:00,A,DEL,NEW DELHI,INDIA,3,LANDED,0.0
A4,5024,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,DEPARTED,0.0
LY,2367,2024-03-14 16:10:00,2024-03-14 16:10:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED,0.0
LY,974,2024-03-14 16:10:00,2024-03-14 16:10:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
IZ,827,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ETM,RAMON,ISRAEL,3,DEPARTED,0.0
6H,46,2024-03-14 16:10:00,2024-03-14 16:10:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
LY,81,2024-03-14 16:10:00,2024-03-14 16:10:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED,0.0
QF,5020,2024-03-14 16:15:00,2024-03-14 16:15:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED,0.0
TG,4584,2024-03-14 16:25:00,2024-03-14 16:25:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED,0.0
VN,3298,2024-03-14 16:25:00,2024-03-14 16:25:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED,0.0
LY,5102,2024-03-14 16:30:00,2024-03-14 16:30:00,A,WAW,WARSAW,POLAND,3,LANDED,0.0
LY,543,2024-03-14 16:35:00,2024-03-14 16:35:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
LY,5133,2024-03-14 16:35:00,2024-03-14 16:35:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED,0.0
AA,9259,2024-03-14 16:35:00,2024-03-14 16:35:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
AM,7862,2024-03-14 16:40:00,2024-03-14 16:40:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LY,324,2024-03-14 16:40:00,2024-03-14 16:40:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
SK,3160,2024-03-14 16:40:00,2024-03-14 16:40:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LY,612,2024-03-14 16:40:00,2024-03-14 16:40:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,LANDED,0.0
S7,4483,2024-03-14 16:50:00,2024-03-14 16:50:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,LANDED,0.0
AA,9260,2024-03-14 16:50:00,2024-03-14 16:50:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
LY,316,2024-03-14 16:50:00,2024-03-14 16:50:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
LY,5108,2024-03-14 16:50:00,2024-03-14 16:50:00,A,TBS,TBILISI,GEORGIA,3,LANDED,0.0
AI,140,2024-03-14 17:00:00,2024-03-14 17:00:00,D,DEL,NEW DELHI,INDIA,3,DEPARTED,0.0
6H,562,2024-03-14 17:00:00,2024-03-14 17:00:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
6H,585,2024-03-14 17:00:00,2024-03-14 17:00:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED,0.0
IZ,828,2024-03-14 17:00:00,2024-03-14 17:00:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
LY,88,2024-03-14 17:05:00,2024-03-14 17:05:00,A,HKT,PHUKET,THAILAND,3,LANDED,0.0
IZ,282,2024-03-14 17:05:00,2024-03-14 17:05:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED,0.0
IZ,212,2024-03-14 17:05:00,2024-03-14 17:05:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
LY,92,2024-03-14 17:05:00,2024-03-14 17:05:00,A,NRT,TOKYO,JAPAN,3,LANDED,0.0
H7,457,2024-03-14 17:05:00,2024-03-14 17:05:00,A,RMO,CHISINAU,MOLDOVA,3,LANDED,0.0
LY,5134,2024-03-14 17:10:00,2024-03-14 17:10:00,A,LCA,LARNACA,CYPRUS,3,LANDED,0.0
6H,892,2024-03-14 17:10:00,2024-03-14 17:10:00,A,TBS,TBILISI,GEORGIA,3,LANDED,0.0
6H,586,2024-03-14 17:10:00,2024-03-14 17:10:00,A,LCA,LARNACA,CYPRUS,3,LANDED,0.0
H7,458,2024-03-14 17:10:00,2024-03-14 17:10:00,D,RMO,CHISINAU,MOLDOVA,3,DEPARTED,0.0
ET,404,2024-03-14 17:15:00,2024-03-14 17:15:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED,0.0
LY,8804,2024-03-14 17:15:00,2024-03-14 17:15:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED,0.0
LY,5110,2024-03-14 17:25:00,2024-03-14 17:25:00,A,TBS,TBILISI,GEORGIA,3,LANDED,0.0
6H,728,2024-03-14 17:30:00,2024-03-14 17:30:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED,0.0
LY,356,2024-03-14 17:45:00,2024-03-14 17:45:00,A,FRA,FRANKFURT,GERMANY,3,LANDED,0.0
LY,364,2024-03-14 17:50:00,2024-03-14 17:50:00,A,VIE,VIENNA,AUSTRIA,3,LANDED,0.0
LY,572,2024-03-14 17:50:00,2024-03-14 17:50:00,A,OTP,BUCHAREST,ROMANIA,3,LANDED,0.0
AM,7869,2024-03-14 17:50:00,2024-03-14 17:50:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
AR,7853,2024-03-14 17:50:00,2024-03-14 17:50:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
B6,6451,2024-03-14 17:50:00,2024-03-14 17:50:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
DL,7424,2024-03-14 17:50:00,2024-03-14 17:50:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
LY,1,2024-03-14 17:55:00,2024-03-14 17:55:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
LY,388,2024-03-14 18:00:00,2024-03-14 18:00:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
SK,3180,2024-03-14 18:00:00,2024-03-14 18:00:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
TP,8901,2024-03-14 18:00:00,2024-03-14 18:00:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
B6,6481,2024-03-14 18:00:00,2024-03-14 18:00:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
DL,7441,2024-03-14 18:00:00,2024-03-14 18:00:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
LY,25,2024-03-14 18:05:00,2024-03-14 18:05:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
LY,328,2024-03-14 18:05:00,2024-03-14 18:05:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
SK,3162,2024-03-14 18:10:00,2024-03-14 18:10:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
AM,7875,2024-03-14 18:20:00,2024-03-14 18:20:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED,0.0
B6,6461,2024-03-14 18:20:00,2024-03-14 18:20:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED,0.0
DL,7428,2024-03-14 18:35:00,2024-03-14 18:35:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED,0.0
LY,5,2024-03-14 18:55:00,2024-03-14 18:55:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED,0.0
BZ,701,2024-03-14 18:55:00,2024-03-14 18:55:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
LY,544,2024-03-14 19:15:00,2024-03-14 19:15:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
AR,7851,2024-03-14 19:15:00,2024-03-14 19:15:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED,0.0
B6,6467,2024-03-14 19:20:00,2024-03-14 19:20:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED,0.0
DL,7437,2024-03-14 19:20:00,2024-03-14 19:20:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED,0.0
LY,17,2024-03-14 19:20:00,2024-03-14 19:20:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED,0.0
B6,6483,2024-03-14 19:20:00,2024-03-14 19:20:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
DL,7443,2024-03-14 19:20:00,2024-03-14 19:20:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
LY,27,2024-03-14 19:25:00,2024-03-14 19:25:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
ET,405,2024-03-14 19:50:00,2024-03-14 19:50:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED,0.0
LY,8807,2024-03-14 20:00:00,2024-03-14 20:00:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED,0.0
LY,2524,2024-03-14 20:00:00,2024-03-14 20:00:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED,0.0
A3,928,2024-03-14 20:10:00,2024-03-14 20:10:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
FB,1528,2024-03-14 20:20:00,2024-03-14 20:20:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
LY,376,2024-03-14 20:20:00,2024-03-14 20:20:00,A,LIS,LISBON,PORTUGAL,3,LANDED,0.0
TP,8913,2024-03-14 20:40:00,2024-03-14 20:40:00,A,LIS,LISBON,PORTUGAL,3,LANDED,0.0
AM,7850,2024-03-14 20:45:00,2024-03-14 20:45:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED,0.0
LY,336,2024-03-14 20:45:00,2024-03-14 20:45:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED,0.0
SK,3152,2024-03-14 20:55:00,2024-03-14 20:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED,0.0
LY,3010,2024-03-14 20:55:00,2024-03-14 20:55:00,A,JFK,NEW YORK,UNITED STATES,3,CANCELED,0.0
LY,2360,2024-03-14 21:05:00,2024-03-14 21:05:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED,0.0
AM,7854,2024-03-14 21:05:00,2024-03-14 21:05:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LY,326,2024-03-14 21:10:00,2024-03-14 21:10:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
SK,3158,2024-03-14 21:10:00,2024-03-14 21:10:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LO,151,2024-03-14 21:20:00,2024-03-14 21:20:00,A,WAW,WARSAW,POLAND,3,LANDED,0.0
LY,9256,2024-03-14 21:30:00,2024-03-14 21:30:00,A,WAW,WARSAW,POLAND,3,LANDED,0.0
OS,859,2024-03-14 21:30:00,2024-03-14 21:30:00,A,VIE,VIENNA,AUSTRIA,3,LANDED,0.0
LY,134,2024-03-14 21:30:00,2024-03-14 21:30:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
AA,9267,2024-03-14 21:30:00,2024-03-14 21:30:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
AM,7876,2024-03-14 21:35:00,2024-03-14 21:35:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
LY,318,2024-03-14 21:40:00,2024-03-14 21:40:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
SK,3174,2024-03-14 21:40:00,2024-03-14 21:40:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
QS,1286,2024-03-14 21:50:00,2024-03-14 21:50:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED,0.0
BZ,251,2024-03-14 22:05:00,2024-03-14 22:05:00,A,BCN,BARCELONA,SPAIN,3,LANDED,0.0
A3,929,2024-03-14 22:15:00,2024-03-14 22:15:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
FB,1529,2024-03-14 22:15:00,2024-03-14 22:15:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
JU,7623,2024-03-14 22:30:00,2024-03-14 22:30:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
LO,152,2024-03-14 22:50:00,2024-03-14 22:50:00,D,WAW,WARSAW,POLAND,3,DEPARTED,0.0
LY,9255,2024-03-14 22:50:00,2024-03-14 22:50:00,D,WAW,WARSAW,POLAND,3,DEPARTED,0.0
NH,5620,2024-03-14 22:50:00,2024-03-14 22:50:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED,0.0
OS,860,2024-03-14 22:50:00,2024-03-14 22:50:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED,0.0
LY,82,2024-03-14 22:55:00,2024-03-14 22:55:00,A,BKK,BANGKOK,THAILAND,3,LANDED,0.0
QF,5021,2024-03-14 23:20:00,2024-03-14 23:20:00,A,BKK,BANGKOK,THAILAND,3,LANDED,0.0
TG,5483,2024-03-14 23:30:00,2024-03-14 23:30:00,A,BKK,BANGKOK,THAILAND,3,LANDED,0.0
VN,3299,2024-03-14 23:50:00,2024-03-14 23:50:00,A,BKK,BANGKOK,THAILAND,3,LANDED,0.0
B6,6484,2024-03-14 23:50:00,2024-03-14 23:50:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
DL,7444,2024-03-14 23:55:00,2024-03-14 23:55:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
LY,28,2024-03-15 00:05:00,2024-03-15 00:05:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
